name,param: op_shape,param: dtype_in_out,param: stride_input,param: stride_output,num_kernels,GFLOPS_first,Data Moved (MB)_first,FLOPS/Byte_first,TB/s_mean,TB/s_median,TB/s_std,TB/s_min,TB/s_max,TFLOPS/s_mean,TFLOPS/s_median,TFLOPS/s_std,TFLOPS/s_min,TFLOPS/s_max,process_name_first,process_label_first,thread_name_first,Compute Spec,kernel_details__summarize_kernel_stats,trunc_kernel_details,Input Dims_first,Input type_first,Input Strides_first,Concrete Inputs_first,Kernel Time (µs)_mean,Kernel Time (µs)_median,Kernel Time (µs)_std,Kernel Time (µs)_min,Kernel Time (µs)_max,Kernel Time (µs)_sum,name_count,UID_first
aten::copy_,"(4096, 8, 2880)","('c10::BFloat16', 'c10::BFloat16')","(23040, 2880, 1)","(23040, 2880, 1)",1,0.09437184,360.0,0.25,4.853062534534673,5.009162562720299,0.42652723592171865,3.5069545978607004,5.461324074089773,1.2132656336336682,1.2522906406800747,0.10663180898042966,0.8767386494651751,1.3653310185224432,python,CPU,thread 166796 (pt_autograd_0),vector_bf16,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 0, 'count': 576, 'total_duration_us': np.float64(45193.086), 'mean_duration_us': np.float64(78.46021875000001), 'median_duration_us': np.float64(75.359), 'std_dev_duration_us': np.float64(7.768515217963583), 'min_duration_us': np.float64(69.12), 'max_duration_us': np.float64(107.64)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 0, 'mean_duration_us': np.float64(78.46)}]","[[4096, 8, 2880], [4096, 8, 2880], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[23040, 2880, 1], [23040, 2880, 1], []]","['', '', 'False']",78.46022542317708,75.359375,7.775251329691053,69.1201171875,107.6396484375,45193.08984375,576,138093
aten::copy_,"(8, 4096, 64, 64)","('c10::BFloat16', 'c10::BFloat16')","(16777216, 4096, 64, 1)","(4096, 32768, 64, 1)",1,0.134217728,512.0,0.25,2.9892901919198116,2.9879171554692836,0.1028237333692699,2.6540942568276726,3.181254745866872,0.7473225479799529,0.7469792888673209,0.025705933342317477,0.6635235642069182,0.795313686466718,python,CPU,thread 166178 (python),vector_bf16,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(34524.369000000006), 'mean_duration_us': np.float64(179.81442187500002), 'median_duration_us': np.float64(179.68099999999998), 'std_dev_duration_us': np.float64(6.312230701693061), 'min_duration_us': np.float64(168.761), 'max_duration_us': np.float64(202.28)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(179.81)}]","[[8, 4096, 64, 64], [8, 4096, 64, 64], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[16777216, 4096, 64, 1], [4096, 32768, 64, 1], []]","['', '', 'False']",179.81442260742188,179.6806640625,6.32874966831762,168.7607421875,202.2802734375,34524.369140625,192,172
aten::copy_,"(4096, 8, 4096)","('c10::BFloat16', 'c10::BFloat16')","(32768, 4096, 1)","(4096, 16777216, 1)",1,0.134217728,512.0,0.25,3.0198104089869595,3.0222304835957425,0.0715244129051475,2.765649531582654,3.176750958579882,0.7549526022467399,0.7555576208989356,0.017881103226286874,0.6914123828956635,0.7941877396449705,python,CPU,thread 166178 (python),vector_bf16,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(34153.89), 'mean_duration_us': np.float64(177.88484375), 'median_duration_us': np.float64(177.641), 'std_dev_duration_us': np.float64(4.316219811961536), 'min_duration_us': np.float64(169.0), 'max_duration_us': np.float64(194.121)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(177.88)}]","[[4096, 8, 4096], [4096, 8, 4096], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[32768, 4096, 1], [4096, 16777216, 1], []]","['', '', 'False']",177.8848673502604,177.640625,4.3275064237883845,169.0,194.12109375,34153.89453125,192,218
aten::copy_,"(8, 1, 4096, 4096)","('bool', 'bool')","(16777216, 16777216, 4096, 1)","(16777216, 16777216, 4096, 1)",1,0.134217728,,,,,,,,0.05640758714366977,0.05643714304896072,0.00011993474869267472,0.05621682642963578,0.056559845279002985,python,CPU,thread 166178 (python),,"[{'name': 'Memcpy HtoD (Host -> Device)', 'stream': 0, 'count': 8, 'total_duration_us': np.float64(19035.491), 'mean_duration_us': np.float64(2379.436375), 'median_duration_us': np.float64(2378.1814999999997), 'std_dev_duration_us': np.float64(4.735729509207149), 'min_duration_us': np.float64(2373.021), 'max_duration_us': np.float64(2387.501)}]","[{'name': 'Memcpy HtoD (Host -> Device)', 'stream': 0, 'mean_duration_us': np.float64(2379.44)}]","[[8, 1, 4096, 4096], [8, 1, 4096, 4096], []]","['bool', 'bool', 'Scalar']","[[16777216, 16777216, 4096, 1], [16777216, 16777216, 4096, 1], []]","['', '', 'True']",2379.436279296875,2378.18115234375,5.062542997577997,2373.021484375,2387.5009765625,19035.490234375,8,25
aten::copy_,"(4096, 8, 8, 512)","('c10::BFloat16', 'c10::BFloat16')","(32768, 4096, 512, 1)","(40960, 5120, 640, 1)",1,0.134217728,512.0,0.25,6.055068893342566,6.060890096144127,0.1348407697415567,4.971026962962963,6.346021169202355,1.5137672233356414,1.5152225240360317,0.033710192435389176,1.2427567407407407,1.5865052923005887,python,CPU,thread 166178 (python),vector_bf16,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(17032.6), 'mean_duration_us': np.float64(88.71145833333333), 'median_duration_us': np.float64(88.58), 'std_dev_duration_us': np.float64(2.1166347500054314), 'min_duration_us': np.float64(84.6), 'max_duration_us': np.float64(108.0)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(88.71)}]","[[4096, 8, 8, 512], [4096, 8, 8, 512], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[32768, 4096, 512, 1], [40960, 5120, 640, 1], []]","['', '', 'False']",88.71149190266927,88.57958984375,2.1221659072278882,84.599609375,108.0,17032.6064453125,192,134
aten::copy_,"(32768, 2880)","('c10::BFloat16', 'c10::BFloat16')","(2880, 1)","(2880, 1)",1,0.09437184,360.0,0.25,4.9127232883536625,5.034509005609767,0.3790925016987401,3.625498800776597,5.2987944707333785,1.2281808220884156,1.2586272514024417,0.09477312542468502,0.9063747001941492,1.3246986176833446,python,CPU,thread 166796 (pt_autograd_0),vector_bf16,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(14859.163999999999), 'mean_duration_us': np.float64(77.39147916666666), 'median_duration_us': np.float64(74.97999999999999), 'std_dev_duration_us': np.float64(7.209022622119634), 'min_duration_us': np.float64(71.24), 'max_duration_us': np.float64(104.12)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 0, 'mean_duration_us': np.float64(77.39)}]","[[32768, 2880], [32768, 2880], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[2880, 1], [2880, 1], []]","['', '', 'False']",77.39146931966145,74.97998046875,7.2278694370302485,71.240234375,104.1201171875,14859.162109375,192,138099
aten::copy_,"(8, 4096, 8, 64)","('c10::BFloat16', 'c10::BFloat16')","(2097152, 512, 64, 1)","(512, 4096, 64, 1)",1,0.016777216,64.0,0.25,2.4106941108457405,2.415788184847205,0.09539430441247933,2.1345429811766166,2.637882489578135,0.6026735277114351,0.6039470462118013,0.023848576103119832,0.5336357452941541,0.6594706223945338,python,CPU,thread 166178 (python),vector_bf16,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(5353.304), 'mean_duration_us': np.float64(27.88179166666667), 'median_duration_us': np.float64(27.7795), 'std_dev_duration_us': np.float64(1.110947417716318), 'min_duration_us': np.float64(25.44), 'max_duration_us': np.float64(31.439)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(27.88)}]","[[8, 4096, 8, 64], [8, 4096, 8, 64], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[2097152, 512, 64, 1], [512, 4096, 64, 1], []]","['', '', 'False']",27.88176981608073,27.779296875,1.11382501712606,25.4404296875,31.439453125,5353.2998046875,192,181
aten::copy_,"(8, 4096, 8, 64)","('c10::BFloat16', 'c10::BFloat16')","(2097152, 512, 64, 1)","(5120, 40960, 640, 1)",1,0.016777216,64.0,0.25,2.9572718524600066,2.966908210582564,0.12533947514137603,2.6093361458080198,3.214194421702526,0.7393179631150016,0.741727052645641,0.03133486878534401,0.6523340364520049,0.8035486054256314,python,CPU,thread 166178 (python),vector_bf16,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(4364.96), 'mean_duration_us': np.float64(22.734166666666667), 'median_duration_us': np.float64(22.619500000000002), 'std_dev_duration_us': np.float64(0.9787230910164983), 'min_duration_us': np.float64(20.879), 'max_duration_us': np.float64(25.719)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(22.73)}]","[[8, 4096, 8, 64], [8, 4096, 8, 64], []]","['c10::BFloat16', 'c10::BFloat16', 'Scalar']","[[2097152, 512, 64, 1], [5120, 40960, 640, 1], []]","['', '', 'False']",22.734141031901043,22.619140625,0.9812620197507731,20.87890625,25.71875,4364.955078125,192,190
aten::copy_,"(32768, 32)","('c10::BFloat16', 'float')","(32, 1)","(32, 1)",1,0.001048576,6.0,0.16666666666666666,1.0350289317363521,1.077513119919719,0.22080400915987108,0.5443098127745861,1.5576525493230176,0.1725048219560587,0.17958551998661984,0.03680066819331187,0.09071830212909768,0.2596087582205029,python,CPU,thread 166178 (python),vector_bf16,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 576, 'total_duration_us': np.float64(3687.509), 'mean_duration_us': np.float64(6.401925347222222), 'median_duration_us': np.float64(5.839), 'std_dev_duration_us': np.float64(1.574152415118747), 'min_duration_us': np.float64(4.039), 'max_duration_us': np.float64(11.559)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(6.4)}]","[[32768, 32], [32768, 32], []]","['c10::BFloat16', 'float', 'Scalar']","[[32, 1], [32, 1], []]","['', '', 'False']",6.4018910725911455,5.8388671875,1.5755100607623096,4.0390625,11.55859375,3687.4892578125,576,275
aten::copy_,"(32768, 32)","('float', 'c10::BFloat16')","(32, 1)","(32, 1)",1,0.001048576,6.0,0.16666666666666666,1.073219102709149,1.12374863840921,0.17221550036018649,0.5462018604493429,1.4171691473823143,0.17886985045152481,0.18729143973486828,0.028702583393364414,0.09103364340822383,0.23619485789705236,python,CPU,thread 166178 (python),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 576, 'total_duration_us': np.float64(3488.145), 'mean_duration_us': np.float64(6.0558072916666665), 'median_duration_us': np.float64(5.599), 'std_dev_duration_us': np.float64(1.2424533089884207), 'min_duration_us': np.float64(4.439), 'max_duration_us': np.float64(11.519)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(6.06)}]","[[32768, 32], [32768, 32], []]","['float', 'c10::BFloat16', 'Scalar']","[[32, 1], [32, 1], []]","['', '', 'False']",6.05584716796875,5.5986328125,1.2434911528977692,4.439453125,11.5185546875,3488.16796875,576,267
